"","Municipios","Tipo comercializador","Especie","Transformación del producto"
"2291","Pereira","Mayorista","Pontinus sierra","Eviscerado"
"2292","Pereira","Mayorista","Prochilodus lineatus","Eviscerado"
"2293","Pereira","Mayorista","Pseudoplatystoma magdaleniatum","Eviscerado"
"2294","Pereira","Mayorista","Pseudoplatystoma magdaleniatum","Posteado"
"2295","Pereira","Mayorista","Pseudoplatystoma orinocoense","Eviscerado"
"2296","Pereira","Mayorista","Pseudoplatystoma orinocoense","Posteado"
"2297","Pereira","Mayorista","Pseudoplatystoma punctifer","Eviscerado"
"2298","Pereira","Mayorista","Pseudoplatystoma punctifer","Posteado"
"2299","Pereira","Mayorista","Salmo salar","Eviscerado"
"2300","Pereira","Mayorista","Salmo salar","Fileteado"
"2301","Pereira","Mayorista","Salmo salar","Mariposa"
"2302","Pereira","Mayorista","Salmo salar","Recortes"
"2303","Pereira","Mayorista","Scomberomorus sierra","Eviscerado"
"2304","Pereira","Mayorista","Scomberomorus sierra","Posteado"
"2305","Pereira","Mayorista","Trachypenaeus spp.","Precocido"
"2306","Pereira","Mayorista","Xiphopenaeus riveti","Precocido"
"2307","Pereira","Minorista","Centropomus nigrescens","Eviscerado"
"2308","Pereira","Minorista","Colossoma macropomum","Eviscerado"
"2309","Pereira","Minorista","Litopenaeus vannamei","Precocido"
"2310","Pereira","Minorista","Lutjanus colorado","Eviscerado"
"2311","Pereira","Minorista","Oncorhynchus mykiss","Fileteado"
"2312","Pereira","Minorista","Oncorhynchus mykiss","Mariposa"
"2313","Pereira","Minorista","Oncorhynchus mykiss","Recortes"
"2314","Pereira","Minorista","Oreochromis niloticus","Cabeza"
"2315","Pereira","Minorista","Oreochromis niloticus","Eviscerado"
"2316","Pereira","Minorista","Oreochromis niloticus","Fileteado"
"2317","Pereira","Minorista","Oreochromis niloticus","Recortes"
"2318","Pereira","Minorista","Oreochromis spp.","Eviscerado"
"2319","Pereira","Minorista","Oreochromis spp.","Recortes"
"2320","Pereira","Minorista","Pangasianodon hypophthalmus","Eviscerado"
"2321","Pereira","Minorista","Pangasianodon hypophthalmus","Fileteado"
"2322","Pereira","Minorista","Pangasianodon hypophthalmus","Posteado"
"2323","Pereira","Minorista","Pangasianodon hypophthalmus","Recortes"
"2324","Pereira","Minorista","Pangasius spp.","Posteado"
"2325","Pereira","Minorista","Pontinus sierra","Eviscerado"
"2326","Pereira","Minorista","Prochilodus lineatus","Eviscerado"
"2327","Pereira","Minorista","Pseudoplatystoma magdaleniatum","Posteado"
"2328","Pereira","Minorista","Pseudoplatystoma orinocoense","Posteado"
"2329","Pereira","Minorista","Pseudoplatystoma punctifer","Eviscerado"
"2330","Pereira","Minorista","Pseudoplatystoma punctifer","Posteado"
"2331","Pereira","Minorista","Salmo salar","Fileteado"
"2332","Pereira","Minorista","Scomberomorus sierra","Eviscerado"
"2333","Pereira","Minorista","Scomberomorus sierra","Posteado"
"2334","Pereira","Minorista","Trachypenaeus spp.","Precocido"
"2335","Pereira","Supermercado","Brotula clarkae","Fileteado"
"2336","Pereira","Supermercado","Brotula ordwayi","Fileteado"
"2337","Pereira","Supermercado","Centropomus nigrescens","Eviscerado"
"2338","Pereira","Supermercado","Centropomus nigrescens","Fileteado"
"2339","Pereira","Supermercado","Centropomus viridis","Eviscerado"
"2340","Pereira","Supermercado","Colossoma macropomum","Eviscerado"
"2341","Pereira","Supermercado","Litopenaeus vannamei","Precocido"
"2342","Pereira","Supermercado","Litopenaeus vannamei","Sin Transformación"
"2343","Pereira","Supermercado","Lolliguncula diomedeae","Anillos"
"2344","Pereira","Supermercado","Lolliguncula diomedeae","Sin Transformación"
"2345","Pereira","Supermercado","Lutjanus colorado","Eviscerado"
"2346","Pereira","Supermercado","Lutjanus spp.","Eviscerado"
"2347","Pereira","Supermercado","Lutjanus viridis","Eviscerado"
"2348","Pereira","Supermercado","Merluccius sp.","Fileteado"
"2349","Pereira","Supermercado","Oncorhynchus mykiss","Cabeza"
"2350","Pereira","Supermercado","Oncorhynchus mykiss","Eviscerado"
"2351","Pereira","Supermercado","Oncorhynchus mykiss","Fileteado"
"2352","Pereira","Supermercado","Oncorhynchus mykiss","Mariposa"
"2353","Pereira","Supermercado","Oncorhynchus mykiss","Recortes"
"2354","Pereira","Supermercado","Oreochromis niloticus","Cabeza"
"2355","Pereira","Supermercado","Oreochromis niloticus","Eviscerado"
"2356","Pereira","Supermercado","Oreochromis niloticus","Extracción Huesos"
"2357","Pereira","Supermercado","Oreochromis niloticus","Fileteado"
"2358","Pereira","Supermercado","Oreochromis niloticus","Recortes"
"2359","Pereira","Supermercado","Oreochromis spp.","Cabeza"
"2360","Pereira","Supermercado","Oreochromis spp.","Eviscerado"
"2361","Pereira","Supermercado","Oreochromis spp.","Fileteado"
"2362","Pereira","Supermercado","Pangasianodon hypophthalmus","Eviscerado"
"2363","Pereira","Supermercado","Pangasianodon hypophthalmus","Fileteado"
"2364","Pereira","Supermercado","Pangasianodon hypophthalmus","Posteado"
"2365","Pereira","Supermercado","Pangasius spp.","Fileteado"
"2366","Pereira","Supermercado","Prochilodus lineatus","Eviscerado"
"2367","Pereira","Supermercado","Prochilodus magdalenae","Eviscerado"
"2368","Pereira","Supermercado","Pseudoplatystoma magdaleniatum","Posteado"
"2369","Pereira","Supermercado","Pseudoplatystoma orinocoense","Cabeza"
"2370","Pereira","Supermercado","Pseudoplatystoma orinocoense","Posteado"
"2371","Pereira","Supermercado","Pseudoplatystoma punctifer","Posteado"
"2372","Pereira","Supermercado","Salmo salar","Fileteado"
"2373","Pereira","Supermercado","Salmo salar","Posteado"
"2374","Pereira","Supermercado","Salmo salar","Recortes"
"2375","Pereira","Supermercado","Scomberomorus sierra","Eviscerado"
"2376","Pereira","Supermercado","Trachypenaeus spp.","Precocido"
"2377","Puerto Carreño","Mayorista","Ageneiosus inermis","Descamado"
"2378","Puerto Carreño","Mayorista","Ageneiosus inermis","Eviscerado"
"2379","Puerto Carreño","Mayorista","Brachyplatystoma capapretum","Eviscerado"
"2380","Puerto Carreño","Mayorista","Brachyplatystoma filamentosum","Eviscerado"
"2381","Puerto Carreño","Mayorista","Brachyplatystoma juruense","Descamado"
"2382","Puerto Carreño","Mayorista","Brachyplatystoma juruense","Eviscerado"
"2383","Puerto Carreño","Mayorista","Brachyplatystoma platynemum","Descamado"
"2384","Puerto Carreño","Mayorista","Brachyplatystoma platynemum","Eviscerado"
"2385","Puerto Carreño","Mayorista","Brachyplatystoma platynemum","Sin Transformación"
"2386","Puerto Carreño","Mayorista","Brachyplatystoma rousseauxii","Descamado"
"2387","Puerto Carreño","Mayorista","Brachyplatystoma rousseauxii","Eviscerado"
"2388","Puerto Carreño","Mayorista","Brachyplatystoma rousseauxii","Posteado"
"2389","Puerto Carreño","Mayorista","Brachyplatystoma rousseauxii","Sin Transformación"
"2390","Puerto Carreño","Mayorista","Brachyplatystoma vaillantii","Eviscerado"
"2391","Puerto Carreño","Mayorista","Brachyplatystoma vaillantii","Sin Transformación"
"2392","Puerto Carreño","Mayorista","Brycon amazonicus","Eviscerado"
"2393","Puerto Carreño","Mayorista","Brycon whitei","Eviscerado"
"2394","Puerto Carreño","Mayorista","Colossoma macropomum","Eviscerado"
"2395","Puerto Carreño","Mayorista","Hydrolycus armatus","Eviscerado"
"2396","Puerto Carreño","Mayorista","Hypophthalmus edentatus","Eviscerado"
"2397","Puerto Carreño","Mayorista","Leiarius marmoratus","Eviscerado"
"2398","Puerto Carreño","Mayorista","Leporinus fasciatus","Eviscerado"
"2399","Puerto Carreño","Mayorista","Mylossoma albiscopum","Eviscerado"
"2400","Puerto Carreño","Mayorista","Oxydoras niger","Eviscerado"
"2401","Puerto Carreño","Mayorista","Pachyurus gabrielensis","Eviscerado"
"2402","Puerto Carreño","Mayorista","Pellona castelnaeana","Eviscerado"
"2403","Puerto Carreño","Mayorista","Pellona flavipinnis","Eviscerado"
"2404","Puerto Carreño","Mayorista","Phractocephalus hemioliopterus","Descabezado"
"2405","Puerto Carreño","Mayorista","Phractocephalus hemioliopterus","Descamado"
"2406","Puerto Carreño","Mayorista","Phractocephalus hemioliopterus","Eviscerado"
"2407","Puerto Carreño","Mayorista","Phractocephalus hemioliopterus","Sin Transformación"
"2408","Puerto Carreño","Mayorista","Piaractus brachypomus","Eviscerado"
"2409","Puerto Carreño","Mayorista","Pinirampus pirinampu","Eviscerado"
"2410","Puerto Carreño","Mayorista","Plagioscion squamosissimus","Eviscerado"
"2411","Puerto Carreño","Mayorista","Plagioscion squamosissimus","Sin Transformación"
"2412","Puerto Carreño","Mayorista","Platynematichthys notatus","Eviscerado"
"2413","Puerto Carreño","Mayorista","Prochilodus mariae","Eviscerado"
"2414","Puerto Carreño","Mayorista","Prochilodus mariae","Sin Transformación"
"2415","Puerto Carreño","Mayorista","Pseudoplatystoma metaense","Descamado"
"2416","Puerto Carreño","Mayorista","Pseudoplatystoma metaense","Eviscerado"
"2417","Puerto Carreño","Mayorista","Pseudoplatystoma metaense","Sin Transformación"
"2418","Puerto Carreño","Mayorista","Pseudoplatystoma orinocoense","Descamado"
"2419","Puerto Carreño","Mayorista","Pseudoplatystoma orinocoense","Eviscerado"
"2420","Puerto Carreño","Mayorista","Pseudoplatystoma orinocoense","Sin Transformación"
"2421","Puerto Carreño","Mayorista","Pygocentrus cariba","Eviscerado"
"2422","Puerto Carreño","Mayorista","Satanoperca jurupari","Eviscerado"
"2423","Puerto Carreño","Mayorista","Semaprochilodus kneri","Eviscerado"
"2424","Puerto Carreño","Mayorista","Semaprochilodus laticeps","Eviscerado"
"2425","Puerto Carreño","Mayorista","Sorubimichthys planiceps","Descabezado"
"2426","Puerto Carreño","Mayorista","Sorubimichthys planiceps","Eviscerado"
"2427","Puerto Carreño","Mayorista","Zungaro zungaro","Descamado"
"2428","Puerto Carreño","Mayorista","Zungaro zungaro","Eviscerado"
"2429","Puerto Carreño","Mayorista","Zungaro zungaro","Sin Transformación"
"2430","Puerto Carreño","Minorista","Aequidens metae","Posteado"
"2431","Puerto Carreño","Minorista","Ageneiosus inermis","Eviscerado"
"2432","Puerto Carreño","Minorista","Astronotus ocellatus","Eviscerado"
"2433","Puerto Carreño","Minorista","Brachyplatystoma filamentosum","Eviscerado"
"2434","Puerto Carreño","Minorista","Brachyplatystoma juruense","Eviscerado"
"2435","Puerto Carreño","Minorista","Brachyplatystoma platynemum","Eviscerado"
"2436","Puerto Carreño","Minorista","Brachyplatystoma platynemum","Posteado"
"2437","Puerto Carreño","Minorista","Brachyplatystoma rousseauxii","Eviscerado"
"2438","Puerto Carreño","Minorista","Brachyplatystoma rousseauxii","Posteado"
"2439","Puerto Carreño","Minorista","Brachyplatystoma rousseauxii","Sin Transformación"
"2440","Puerto Carreño","Minorista","Brachyplatystoma vaillantii","Eviscerado"
"2441","Puerto Carreño","Minorista","Brachyplatystoma vaillantii","Sin Transformación"
"2442","Puerto Carreño","Minorista","Brycon amazonicus","Eviscerado"
"2443","Puerto Carreño","Minorista","Calophysus macropterus","Eviscerado"
"2444","Puerto Carreño","Minorista","Cichla temensis","Eviscerado"
"2445","Puerto Carreño","Minorista","Colossoma macropomum","Descamado"
"2446","Puerto Carreño","Minorista","Colossoma macropomum","Eviscerado"
"2447","Puerto Carreño","Minorista","Colossoma macropomum","Sin Transformación"
"2448","Puerto Carreño","Minorista","Hoplias curupira","Eviscerado"
"2449","Puerto Carreño","Minorista","Hoplias malabaricus","Eviscerado"
"2450","Puerto Carreño","Minorista","Hoplosternum littorale","Eviscerado"
"2451","Puerto Carreño","Minorista","Hydrolycus armatus","Eviscerado"
"2452","Puerto Carreño","Minorista","Hydrolycus armatus","Sin Transformación"
"2453","Puerto Carreño","Minorista","Hypophthalmus edentatus","Eviscerado"
"2454","Puerto Carreño","Minorista","Leiarius marmoratus","Eviscerado"
"2455","Puerto Carreño","Minorista","Leiarius marmoratus","Sin Transformación"
"2456","Puerto Carreño","Minorista","Leporinus fasciatus","Eviscerado"
"2457","Puerto Carreño","Minorista","Leporinus friderici","Eviscerado"
"2458","Puerto Carreño","Minorista","Leporinus sp.","Eviscerado"
"2459","Puerto Carreño","Minorista","Megalodoras guayoensis","Eviscerado"
"2460","Puerto Carreño","Minorista","Mylossoma albiscopum","Eviscerado"
"2461","Puerto Carreño","Minorista","Mylossoma albiscopum","Sin Transformación"
"2462","Puerto Carreño","Minorista","Oxydoras niger","Descabezado"
"2463","Puerto Carreño","Minorista","Oxydoras niger","Eviscerado"
"2464","Puerto Carreño","Minorista","Oxydoras niger","Sin Transformación"
"2465","Puerto Carreño","Minorista","Pellona castelnaeana","Eviscerado"
"2466","Puerto Carreño","Minorista","Pellona flavipinnis","Eviscerado"
"2467","Puerto Carreño","Minorista","Phractocephalus hemioliopterus","Descabezado"
"2468","Puerto Carreño","Minorista","Phractocephalus hemioliopterus","Eviscerado"
"2469","Puerto Carreño","Minorista","Piaractus brachypomus","Eviscerado"
"2470","Puerto Carreño","Minorista","Piaractus brachypomus","Sin Transformación"
"2471","Puerto Carreño","Minorista","Piaractus orinoquensis","Eviscerado"
"2472","Puerto Carreño","Minorista","Pimelodina flavipinnis","Eviscerado"
"2473","Puerto Carreño","Minorista","Pinirampus pirinampu","Eviscerado"
"2474","Puerto Carreño","Minorista","Plagioscion squamosissimus","Eviscerado"
"2475","Puerto Carreño","Minorista","Plagioscion squamosissimus","Sin Transformación"
"2476","Puerto Carreño","Minorista","Platynematichthys notatus","Eviscerado"
"2477","Puerto Carreño","Minorista","Prochilodus mariae","Eviscerado"
"2478","Puerto Carreño","Minorista","Psectrogaster rhomboides","Eviscerado"
"2479","Puerto Carreño","Minorista","Pseudoplatystoma metaense","Eviscerado"
"2480","Puerto Carreño","Minorista","Pseudoplatystoma metaense","Sin Transformación"
"2481","Puerto Carreño","Minorista","Pseudoplatystoma orinocoense","Eviscerado"
"2482","Puerto Carreño","Minorista","Pseudoplatystoma orinocoense","Posteado"
"2483","Puerto Carreño","Minorista","Pseudoplatystoma orinocoense","Sin Transformación"
"2484","Puerto Carreño","Minorista","Pterygoplichthys multiradiatus","Eviscerado"
"2485","Puerto Carreño","Minorista","Pygocentrus cariba","Descamado"
"2486","Puerto Carreño","Minorista","Pygocentrus cariba","Eviscerado"
"2487","Puerto Carreño","Minorista","Pygocentrus cariba","Sin Transformación"
"2488","Puerto Carreño","Minorista","Pygocentrus nattereri","Eviscerado"
"2489","Puerto Carreño","Minorista","Pygocentrus sp.","Eviscerado"
"2490","Puerto Carreño","Minorista","Rhaphiodon vulpinus","Eviscerado"
"2491","Puerto Carreño","Minorista","Schizodon scotorhabdotus","Eviscerado"
"2492","Puerto Carreño","Minorista","Semaprochilodus kneri","Eviscerado"
"2493","Puerto Carreño","Minorista","Semaprochilodus kneri","Sin Transformación"
"2494","Puerto Carreño","Minorista","Semaprochilodus laticeps","Eviscerado"
"2495","Puerto Carreño","Minorista","Semaprochilodus laticeps","Sin Transformación"
"2496","Puerto Carreño","Minorista","Serrasalmus rhombeus","Eviscerado"
"2497","Puerto Carreño","Minorista","Sorubimichthys planiceps","Descabezado"
"2498","Puerto Carreño","Minorista","Sorubimichthys planiceps","Eviscerado"
"2499","Puerto Carreño","Minorista","Zungaro zungaro","Eviscerado"
"2500","Riohacha","Mayorista","Auxis thazard","Sin Transformación"
"2501","Riohacha","Mayorista","Bagre filamentosus","Eviscerado"
"2502","Riohacha","Mayorista","Bagre filamentosus","Sin Transformación"
"2503","Riohacha","Mayorista","Balistes capriscus","Eviscerado"
"2504","Riohacha","Mayorista","Balistes capriscus","Sin Transformación"
"2505","Riohacha","Mayorista","Caranx crysos","Eviscerado"
"2506","Riohacha","Mayorista","Caranx crysos","Sin Transformación"
"2507","Riohacha","Mayorista","Caranx hippos","Eviscerado"
"2508","Riohacha","Mayorista","Caranx latus","Eviscerado"
"2509","Riohacha","Mayorista","Caranx latus","Sin Transformación"
"2510","Riohacha","Mayorista","Centropomus undecimalis","Eviscerado"
"2511","Riohacha","Mayorista","Chloroscombrus chrysurus","Eviscerado"
"2512","Riohacha","Mayorista","Chloroscombrus chrysurus","Sin Transformación"
"2513","Riohacha","Mayorista","Cynoscion leiarchus","Eviscerado"
"2514","Riohacha","Mayorista","Cynoscion leiarchus","Sin Transformación"
"2515","Riohacha","Mayorista","Diapterus rhombeus","Eviscerado"
